OTU	Btaxo_rank1	Btaxo_rank2	Btaxo_rank3	Btaxo_rank4	Btaxo_rank5	Bmorpho	Bacc_number	cov%	id%	Ttaxo_rank1	Ttaxo_rank2	Ttaxo_rank3	Ttaxo_rank4	Ttaxo_rank5	Tmorpho	Tacc_number	node	Brench_L	occurrence	readnumber	TP4	TP5	TP6	TP7	TP8	TP9	TP10	TP11	TP12	TP13	TP14	TP15	TP17	TP18	TP19	TP20	TP21	TP22	TP23	TP24	TP25	TP26	TP27	TP28	TP29	TP30	TP31	TP32	TP33	TP34	TP35	TP36	TP37	TP38	TP39	TP40	TP41	ANP-10-L-1-80-RNA-SAR	ANP-10-L-1-10-RNA-SAR	ANP-10-L-1-2-RNA-SAR	ANP-10-M-1-80-RNA-SAR	ANP-10-M-1-10-RNA-SAR	ANP-10-M-1-2-RNA-SAR	ANP-10-H-1-80-RNA-SAR	ANP-10-H-1-10-RNA-SAR	ANP-10-H-1-2-RNA-SAR	ANP-10-L-2-80-RNA-SAR	ANP-10-L-2-10-RNA-SAR	ANP-10-L-2-2-RNA-SAR	ANP-10-M-2-80-RNA-SAR	ANP-10-M-2-10-RNA-SAR	ANP-10-M-2-2-RNA-SAR	ANP-10-H-2-80-RNA-SAR	ANP-10-H-2-10-RNA-SAR	ANP-10-H-2-2-RNA-SAR	ANP-10-L-3-80-RNA-SAR	ANP-10-L-3-10-RNA-SAR	ANP-10-L-3-2-RNA-SAR	ANP-10-M-3-80-RNA-SAR	ANP-10-M-3-10-RNA-SAR	ANP-10-M-3-2-RNA-SAR	ANP-10-H-3-80-RNA-SAR	ANP-10-H-3-10-RNA-SAR	ANP-10-H-3-2-RNA-SAR	ANP-10-O-4-80-RNA-SAR	ANP-10-O-4-10-RNA-SAR	ANP-10-O-4-2-RNA-SAR	ANP-10-M-4-80-RNA-SAR	ANP-10-M-4-10-RNA-SAR	ANP-10-M-4-2-RNA-SAR	ANP-10-H-4-80-RNA-SAR	ANP-10-H-4-10-RNA-SAR	ANP-10-H-4-2-RNA-SAR	ANP-10-M-5-80-RNA-SAR	ANP-10-M-5-10-RNA-SAR	ANP-10-M-5-2-RNA-SAR	ANP-10-M-6-80-RNA-SAR	ANP-10-M-6-10-RNA-SAR	ANP-10-M-6-2-RNA-SAR	ANP-10-H-5-80-RNA-SAR	ANP-10-H-5-10-RNA-SAR	ANP-10-H-5-2-RNA-SAR	ANP-10-H-6-80-RNA-SAR	ANP-10-H-6-10-RNA-SAR	ANP-10-H-6-2-RNA-SAR	ANP-10-H-7-80-RNA-SAR	ANP-10-H-7-10-RNA-SAR	ANP-10-H-7-2-RNA-SAR	ANP-10-O-8-80-RNA-SAR	ANP-10-O-8-10-RNA-SAR	ANP-10-O-8-2-RNA-SAR	ANP-5-1-1-80-RNA-SAR	ANP-5-1-1-10-RNA-SAR	ANP-5-1-1-2-RNA-SAR	ANP-5-2-1-80-RNA-SAR	ANP-5-2-1-10-RNA-SAR	ANP-5-2-1-2-RNA-SAR	ANP-5-3-1-80-RNA-SAR	ANP-5-3-1-10-RNA-SAR	ANP-5-3-1-2-RNA-SAR	ANP-5-O-1-80-RNA-SAR	ANP-5-O-1-10-RNA-SAR	ANP-5-O-1-2-RNA-SAR	ANP-5-1-2-80-RNA-SAR	ANP-5-1-2-10-RNA-SAR	ANP-5-1-2-2-RNA-SAR	ANP-5-2-2-80-RNA-SAR	ANP-5-2-2-10-RNA-SAR	ANP-5-2-2-2-RNA-SAR	ANP-5-3-2-80-RNA-SAR	ANP-5-3-2-10-RNA-SAR	ANP-5-3-2-2-RNA-SAR	ANP-5-O-2-80-RNA-SAR	ANP-5-O-2-10-RNA-SAR	ANP-5-O-2-2-RNA-SAR	ANP-5-1-3-80-RNA-SAR	ANP-5-1-3-10-RNA-SAR	ANP-5-1-3-2-RNA-SAR	ANP-5-2-3-80-RNA-SAR	ANP-5-2-3-10-RNA-SAR	ANP-5-2-3-2-RNA-SAR	ANP-5-3-3-80-RNA-SAR	ANP-5-3-3-10-RNA-SAR	ANP-5-3-3-2-RNA-SAR	ANP-5-O-3-80-RNA-SAR	ANP-5-O-3-10-RNA-SAR	ANP-5-O-3-2-RNA-SAR	ANP-5-O-5-80-RNA-SAR	ANP-5-O-5-10-RNA-SAR	ANP-5-O-5-2-RNA-SAR	ANP-5-1-4-80-RNA-SAR	ANP-5-1-4-10-RNA-SAR	ANP-5-1-4-2-RNA-SAR	ANP-5-O-4-80-RNA-SAR	ANP-5-O-4-10-RNA-SAR	ANP-5-O-4-2-RNA-SAR	ANP-5-3-4-80-RNA-SAR	ANP-5-3-4-10-RNA-SAR	ANP-5-3-4-2-RNA-SAR	ANP-5-3-5-80-RNA-SAR	ANP-5-3-5-10-RNA-SAR	ANP-5-3-5-2-RNA-SAR	ANP-5-3-6-80-RNA-SAR	ANP-5-3-6-10-RNA-SAR	ANP-5-3-6-2-RNA-SAR	ANP-5-3-7-80-RNA-SAR	ANP-5-3-7-10-RNA-SAR	ANP-5-3-7-2-RNA-SAR	ANP-5-3-8-80-RNA-SAR	ANP-5-3-8-10-RNA-SAR	ANP-5-3-8-2-RNA-SAR	ANP-10-M-6-80-2-RNA-SAR	ANP-10-H-6-80-2-RNA-SAR	ANP-10-L-2-2-2-RNA-SAR	ANP-10-M-2-2-2-RNA-SAR	ANP-10-H-3-10-2-RNA-SAR	ANP-10-M-4-10-2-RNA-SAR	ANP-5-O-4-80-2-RNA-SAR	ANP-5-3-3-10-2-RNA-SAR	ANP-5-O-2-10-2-RNA-SAR	ANP-5-1-1-80-2-RNA-SAR	ANP-10-L-1-80-DNA-SAR	ANP-10-L-1-10-DNA-SAR	ANP-10-L-1-2-DNA-SAR	ANP-10-M-1-10-DNA-SAR	ANP-10-M-1-2-DNA-SAR	ANP-10-L-2-10-DNA-SAR	ANP-10-M-2-80-DNA-SAR	ANP-10-M-2-10-DNA-SAR	ANP-10-M-2-2-DNA-SAR	ANP-10-H-2-10-DNA-SAR	ANP-10-H-2-2-DNA-SAR	ANP-10-L-3-10-DNA-SAR	ANP-10-L-3-2-DNA-SAR	ANP-10-M-3-2-DNA-SAR	ANP-5-3-1-10-DNA-SAR	ANP-5-3-1-2-DNA-SAR	ANP-5-O-1-10-DNA-SAR	ANP-5-O-2-10-DNA-SAR	ANP-5-O-3-10-DNA-SAR	ANP-5-O-4-10-DNA-SAR	ANP-5-1-1-10-DNA-SAR	ANP-5-1-1-2-DNA-SAR	ANP-5-2-1-10-DNA-SAR	ANP-5-2-1-2-DNA-SAR	ANP-5-O-1-80-DNA-SAR	ANP-5-O-1-2-DNA-SAR	ANP-5-1-2-10-DNA-SAR	ANP-5-1-2-2-DNA-SAR	ANP-5-2-2-10-DNA-SAR	ANP-5-2-2-2-DNA-SAR	ANP-5-3-2-80-DNA-SAR	ANP-5-3-2-10-DNA-SAR	ANP-5-3-2-2-DNA-SAR	ANP-O-2-80-DNA-SAR	ANP-O-2-2-DNA-SAR	ANP-5-1-3-10-DNA-SAR	ANP-5-1-3-2-DNA-SAR	ANP-5-2-3-10-DNA-SAR	ANP-5-2-3-2-DNA-SAR	ANP-5-3-3-10-DNA-SAR	ANP-5-3-3-2-DNA-SAR	ANP-5-O-3-10-DNA-SAR-LAKM1607	ANP-5-O-5-10-DNA-SAR	ANP-5-O-5-2-DNA-SAR	ANP-5-1-4-10-DNA-SAR	ANP-5-1-4-2-DNA-SAR	ANP-5-O-4-2-DNA-SAR	ANP-5-3-4-10-DNA-SAR	ANP-5-3-4-2-DNA-SAR	ANP-5-3-5-10-DNA-SAR	ANP-5-3-5-2-DNA-SAR	ANP-5-3-6-10-DNA-SAR	ANP-5-3-6-2-DNA-SAR	ANP-5-3-7-80-DNA-SAR	ANP-5-3-7-10-DNA-SAR	ANP-5-3-7-2-DNA-SAR	ANP-5-3-8-10-DNA-SAR	ANP-5-3-8-2-DNA-SAR	ANP-10-L-2-2-DNA-SAR	ANP-10-M-3-10-DNA-SAR	ANP-10-H-3-10-DNA-SAR	ANP-10-H-3-2-DNA-SAR	ANP-10-O-4-10-DNA-SAR	ANP-10-O-4-2-DNA-SAR	ANP-10-M-4-10-DNA-SAR	ANP-10-M-4-2-DNA-SAR	ANP-10-H-4-10-DNA-SAR	ANP-10-H-4-2-DNA-SAR	ANP-10-M-5-10-DNA-SAR	ANP-10-M-5-2-DNA-SAR	ANP-10-M-6-10-DNA-SAR	ANP-10-M-6-2-DNA-SAR	ANP-10-H-5-10-DNA-SAR	ANP-10-H-5-2-DNA-SAR	ANP-10-H-6-10-DNA-SAR	ANP-10-H-6-2-DNA-SAR	ANP-10-H-7-10-DNA-SAR	ANP-10-H-7-2-DNA-SAR	ANP-10-O-8-10-DNA-SAR	ANP-10-O-8-2-DNA-SAR
OTU721	Euk	SAR	Rhi	Ce	Im	Si_Trachelocorythion	AJ418789	100	96%	SAR	Rhi	Ce	Im	Ma	Abollifer-globosa	LC006124	2	0.239861588	34	252	0	0	5	6	5	3	5	9	13	11	9	12	9	8	6	5	13	4	9	9	6	4	17	2	19	5	4	2	10	7	1	13	2	4	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU709	Euk	SAR	Alv	Di	Go	Ce_Neoceratium	DQ388462	100	100%	SAR	Alv	Di	Go	Ce	Neoceratium-longipes	DQ388462	2	2.00E-06	43	251	2	0	4	1	6	1	2	6	4	13	2	8	7	2	1	6	9	14	2	5	6	14	11	6	5	3	23	3	0	10	3	9	0	9	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	1	0	0	3	0	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU730	842r									SAR	Alv	Ci	In	Ph	Trochilioides-recta	JN867017	6	0.245974606	27	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	73	1	0	23	0	0	7	0	0	0	1	0	12	0	0	9	1	0	34	0	0	1	0	0	15	0	0	1	0	4	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	1	1	0	0	0	0	9	0	0	8	0	0	0	11	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU808	Euk	SAR	Alv	Ci	In	Ol_Vampyrophrya	EU503539	100	96%	SAR	Alv	Ci	In	Ol	Vampyrophrya-pelagica	EU503539	4	0.130096954	19	248	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	59	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU816	Euk	SAR	Str	Ch	Ch	Ch_Ochromonas	JQ281514	100	96%	SAR	Str	Sy	Sy	Sy	Chrysosphaerella-rotundata	HG315742	2	0.075099766	34	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	8	0	0	4	23	0	13	0	2	16	0	1	0	9	0	2	0	0	10	1	0	1	0	0	2	0	0	3	1	0	0	0	1	0	3	0	3	0	0	5	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	19	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9
OTU723	Euk	SAR	Alv	Ci	In	Sp_Amphisiella	KU594636	100	95%	SAR	Alv	Ci	In	Sp	Oxytricha-saltans	AF370028	2	0.178372187	25	246	4	107	0	0	2	0	0	3	0	0	0	11	1	10	0	0	0	0	0	1	5	6	0	4	5	10	0	1	0	0	9	0	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU663	Euk	SAR	Alv	Ci	In	Pr_Pelagothrix	AB486009	100	96%	SAR	Alv	Ci	In	Pr	Pelagothrix-alveolata	AB486009	3	0.111223222	15	245	0	0	0	1	16	1	0	4	0	0	0	1	0	0	0	0	0	1	0	0	47	67	28	0	0	0	0	0	0	19	0	0	2	44	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU729	Euk	SAR	Alv	Ci	In	Ol_Cothurnia	KU363275	100	98%	SAR	Alv	Ci	In	Ol	Vaginicola-sp	KU363266	2	0.170525908	23	243	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	7	0	39	0	0	0	16	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	8	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU624	Euk	SAR	Alv	Ci	In	Li_Epiphyllum	GU574809	100	98%	SAR	Alv	Ci	In	Li	Litonotus-gracilis	KT222269	3	0.176119245	18	242	2	0	0	12	3	0	0	0	0	0	0	0	9	0	0	0	5	0	0	0	0	1	9	3	0	0	0	0	0	3	1	0	0	0	7	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU683	Euk	SAR	Alv	Ci	In	Sp_Tintinnidium	JN831797	100	93%	SAR	Alv	Ci	In	Sp	Strombidinopsis-sinicum	KR263893	2	0.124504911	28	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	5	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	7	13	3	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	30	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	44	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0
OTU899	Euk	SAR	Str	Ba	Fr	Fr_Licmophora	AY633758	100	90%	SAR	Rhi	Ce	Re		Reticulamoeba-gemmipara	KC109721	6	0.607677804	36	237	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	1	0	0	6	0	0	4	0	0	1	0	0	2	9	0	9	0	0	9	0	0	2	1	0	4	0	0	12	0	0	0	0	0	1	0	0	2	0	0	9	0	0	3	65	0	1	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	2	5	0	0	0	4	0	1	0	0	1	0	28	0	0	5	0	1	0	4	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU731	Euk	SAR	Alv	Ci	In	Sp_Coxliella	JX101851	100	100%	SAR	Alv	Ci	In	Sp	Tintinnopsis-platensis	JN831831	2	0.000492574	12	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	3	0	5	0	0	21	35	26	0	0	0	73	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	14	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU674	Euk	SAR	Alv	Ci	In	Sp_Strombidium	KP260510	100	91%	SAR	Alv	Ci	In	Sp	Strombidium-capitatum	KP260510	3	0.235366431	24	236	0	0	15	0	14	8	25	7	10	16	22	9	15	0	2	6	0	4	2	8	2	15	2	6	23	11	0	1	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU798	Euk	SAR	Str	La	Th	Ap_Aplanochytrium	AJ519935	100	93%	SAR	Str	La	Th	Ob	Oblongichytrium-sp	AB973534	6	0.270536321	36	235	0	4	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	11	0	0	0	12	18	0	6	0	0	0	0	0	1	71	5	9	0	0	0	0	0	1	2	1	6	0	0	0	1	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	5	4	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU734	875r									SAR	Str	Ba	Co	Ch	Tenuicylindrus-belgicus	KC894153	4	0.820609996	27	234	32	3	1	79	0	2	9	0	0	21	0	13	3	3	1	0	0	0	4	3	12	4	4	0	1	4	0	1	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU715	Euk	SAR	Rhi	Ce		_Auranticordis	EU484394	100	97%	SAR	Rhi	Ce			Auranticordis-quadriverberis	EU484394	2	0.049535593	23	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	8	1	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	3	0	0	4	0	0	1	0	1	3	0	0	0	0	0	1	13	0	9	3	0	4	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	127	0	0	0	0
